Latitude_y,Longitude_x,x_offset,y_offset,note_title,note_label,callout_x1,callout_y1,callout_x2,callout_y2,data_fontSize,data_class,data_rotate,data_spacing
-19.0042041882168,29.8514412019219,0,0,Zimbabwe,,0,0,0,0,,country,0,0
-13.4582415186469,27.7747594636932,0,0,Zambia,,0,0,0,0,,country,0,0
15.9092800504541,47.5867618877327,0,0,Yemen,,0,0,0,0,,country,0,0
16.6460167019434,106.299146977649,0,0,Vietnam,,0,0,0,0,,country,0,0
7.12422421273277,-66.1818412311454,0,0,Venezuela,,0,0,0,0,,country,0,0
41.9017498529202,12.4338717661035,0,0,Vatican,,0,0,0,0,,country,0,0
-16.2264090884343,167.686446357051,0,0,Vanuatu,,0,0,0,0,,country,0,0
41.7555422526523,63.1400152804712,0,0,Uzbekistan,,0,0,0,0,,country,0,0
-32.7995153443752,-56.0180705314507,0,8,Uruguay,,0,0,0,0,12,country,0,0
7.45246813658976,153.239437922029,0,0,Micronesia,,0,0,0,0,,country,0,0
7.00376358315264,170.339761223585,0,0,Marshall Is.,,0,0,0,0,,country,0,0
15.8292756276936,145.619696512969,0,0,N. Mariana Is.,,0,0,0,0,,country,0,0
17.9550062393723,-64.8030153752392,0,0,U.S. Virgin Is.,,0,0,0,0,,country,0,0
13.4416562570342,144.767910219556,0,0,Guam,,0,0,0,0,,country,0,0
-14.3044599708154,-170.718025745597,0,0,American Samoa,,0,0,0,0,,country,0,0
18.2281305461095,-66.4730760435022,0,0,Puerto Rico,,0,0,0,0,,country,0,0
45.679547202551,-112.461673699567,0,0,United States of America,,0,0,0,0,,country,0,0
-54.4648824801507,-36.4331838822598,0,0,South Georgia and the South Sandwich Islands,(UK),0,-10,0,-30,10,country,0,0
-7.33059750749216,72.4454122853791,0,0,Br. Indian Ocean Ter.,,0,0,0,0,,country,0,0
-12.4035595077553,-9.54779415869859,0,0,Saint Helena,,0,0,0,0,,country,0,0
-24.3650053460374,-128.317042024213,0,0,Pitcairn Is.,,0,0,0,0,,country,0,0
18.2239595022826,-63.0649892653569,0,0,Anguilla,,0,0,0,0,,country,0,0
-51.7448395440881,-59.3523895599525,0,30,Falkland Islands,,0,-10,0,-30,10,country,0,0
19.428964972235,-80.9121332147048,0,0,Cayman Is.,,0,0,0,0,,country,0,0
32.3136780208339,-64.7545588981642,0,0,Bermuda,,0,0,0,0,,country,0,0
18.5258575450706,-64.4714699220471,0,0,British Virgin Is.,,0,0,0,0,,country,0,0
21.8304757170995,-71.9738788144274,0,0,Turks and Caicos Is.,,0,0,0,0,,country,0,0
16.739414055259,-62.1851854562498,0,0,Montserrat,,0,0,0,0,,country,0,0
49.2183737667958,-2.126899379445,0,0,Jersey,,0,0,0,0,,country,0,0
49.4680976127722,-2.57239063555006,0,0,Guernsey,,0,0,0,0,,country,0,0
54.2241891077143,-4.53873952325526,0,0,Isle of Man,,0,0,0,0,,country,0,0
54.1238715577294,-2.86563164083816,0,0,United Kingdom,,0,0,0,0,,country,0,0
23.9052818784965,54.3001671015638,0,0,United Arab Emirates,,0,0,0,0,,country,0,0
49.1586731204116,31.2529110645921,0,0,Ukraine,,0,0,0,0,,country,0,0
1.27469298730871,32.3690797137035,0,0,Uganda,,0,0,0,0,,country,0,0
39.1155413741941,59.3710002061453,0,0,Turkmenistan,,0,0,0,0,,country,0,0
39.0616029012556,35.1689534648807,0,0,Turkey,,0,0,0,0,,country,0,0
34.1195624649079,9.55288358932642,0,0,Tunisia,,0,0,0,0,,country,0,0
10.4573340810069,-61.2656792334682,0,0,Trinidad and Tobago,,0,0,0,0,,country,0,0
-20.4284317425378,-174.809873409786,0,0,Tonga,,0,0,0,0,,country,0,0
8.52531356140525,0.962328449768552,0,0,Togo,,0,0,0,0,,country,0,0
-8.82889162046553,125.844389820665,0,0,Timor-Leste,,0,0,0,0,,country,0,0
15.1181579418338,101.002881303559,0,0,Thailand,,0,0,0,0,,country,0,0
-6.27565408331664,34.8130998093246,0,0,Tanzania,,0,0,0,0,,country,0,0
38.5304538962996,71.0136263090643,0,0,Tajikistan,,0,0,0,0,,country,0,0
23.7539927949539,120.954272813631,0,0,Taiwan,,0,0,0,0,,country,0,0
35.0254738939699,38.5078820425317,0,0,Syria,,0,0,0,0,,country,0,0
46.797858783616,8.20867470615036,0,0,Switzerland,,0,0,0,0,,country,0,0
62.7796651931058,16.7455804869441,0,0,Sweden,,0,0,0,0,,country,0,0
-26.5584304501743,31.4819369011157,0,0,eSwatini,,0,0,0,0,,country,0,0
4.13055412990106,-55.9123456950545,0,0,Suriname,,0,0,0,0,,country,0,0
7.30877944922343,30.2479000185772,0,0,S. Sudan,,0,0,0,0,,country,0,0
15.9903566855827,29.9404681198958,0,0,Sudan,,0,0,0,0,,country,0,0
7.61266509224142,80.7010823782394,0,0,Sri Lanka,,0,0,0,0,,country,0,0
40.2444869811484,-3.64755047322915,0,0,Spain,,0,0,0,0,,country,0,0
36.385239834652,127.839160864018,0,0,South Korea,,0,0,0,0,,country,0,0
-29.0003409534235,25.0839009250673,0,0,South Africa,,0,0,0,0,,country,0,0
4.75062876054847,45.7071448699436,0,0,Somalia,,0,0,0,0,,country,0,0
9.73345496310865,46.2519839509916,0,0,Somaliland,,0,0,0,0,,country,0,0
-8.92178021692276,159.632876678369,0,0,Solomon Is.,,0,0,0,0,,country,0,0
48.705475281323,19.4790521810641,0,0,Slovakia,,0,0,0,0,,country,0,0
46.1155477206985,14.8044423775562,0,0,Slovenia,,0,0,0,0,,country,0,0
1.3587608707501,103.817255920043,0,0,Singapore,,0,0,0,0,,country,0,0
